dtstart,dtend,dtstamp,organizer,uid,attendee,created,description,last-modified,location,sequence,status,summary,transp
"2020-09-27T20:00:00Z","2020-09-27T20:30:00Z","2023-11-14T20:34:34Z","","eill61nbkmdjmkq04va99uoe20@google.com","","2020-09-27T13:31:20Z","Carla Sanchez is inviting you to a scheduled Zoom meeting.\n\nJoin Zoom Meeting\nhttps://us04web.zoom.us/j/72638730093?pwd=elNpK2g2WVZZWmpFZG9tYkUzQjFidz09\n\nMeeting ID: 726 3873 0093\nPasscode: 9enLqV\n\n","2020-09-27T13:31:20Z","https://us04web.zoom.us/j/72638730093?pwd=elNpK2g2WVZZWmpFZG9tYkUzQjFidz09","0","CONFIRMED","Group 3 Meeting","OPAQUE"
"2019-10-13T16:20:00Z","2019-10-13T16:30:00Z","2023-11-14T20:34:34Z","","hk4v153hnis541ck9vlhh78da4@google.com","","2019-10-03T20:40:09Z","","2020-10-22T13:02:45Z","","0","CONFIRMED","Megabus to NYC","OPAQUE"
"2020-08-31T10:00:00","2020-08-31T13:00:00","2023-11-14T20:34:34Z","","32clapuq4c6il358cvhqpqp8t2@google.com","","2020-08-28T02:43:51Z","","2021-01-12T00:03:41Z","","0","CONFIRMED","PHYS 10100","OPAQUE"
"2020-08-31T14:30:00","2020-08-31T16:00:00","2023-11-14T20:34:34Z","","728o9reul4rdo8s83vn9ef4fof@google.com","","2020-08-28T02:44:43Z","","2021-01-12T00:03:46Z","","1","CONFIRMED","MUSHL 10100","OPAQUE"
"2020-09-01T12:00:00","2020-09-01T13:00:00","2023-11-14T20:34:34Z","","4k7mc72k1ta1t8mtm7kp6gjva6@google.com","","2020-08-28T02:46:40Z","","2021-01-12T00:03:52Z","","1","CONFIRMED","HIST 15200","OPAQUE"
"2020-09-01T14:00:00","2020-09-01T16:30:00","2023-11-14T20:34:34Z","","48kpfu4097h2qtvgr6d6lfis8a@google.com","","2020-08-28T02:48:29Z","","2021-01-12T00:03:58Z","","1","CONFIRMED","PHYS 1000","OPAQUE"
"2016-01-11","2016-01-12","2023-11-14T20:34:34Z","","m7op85p3diajpoftv6fclmnnk8@google.com","","2016-05-24T01:30:18Z","","2021-01-12T00:10:17Z","","0","CONFIRMED","Rafael's Birthday","TRANSPARENT"
"2020-02-09","2020-02-10","2023-11-14T20:34:34Z","","1ttb17d00fmgpii25t6pcujkog@google.com","","2020-02-03T21:27:53Z","","2021-01-25T17:19:21Z","","1","CONFIRMED","Sticky Bunton","TRANSPARENT"
"2021-01-09","2021-02-09","2023-11-14T20:34:34Z","mailto:unknownorganizer@calendar.google.com","7kukuqrfedlm2f9t50vehhh9s0qf2077rifde38q1l5urrgdslpm8t3jgjkc41u9u88g","mailto:csanchezgina@gmail.com","2021-01-09T00:08:05Z","Cozy neighborhood Subway M/R<2min> & 7 Line<5min>\nNew York\n\nCheck-in: Jan 9, 2021 00:00\nCheck-out: Feb 8, 2021 00:00\n","2021-02-14T00:51:48Z","Cozy neighborhood Subway M/R<2min> & 7 Line<5min>, New York","0","CONFIRMED","Stay at Cozy neighborhood Subway M/R<2min> & 7 Line<5min>","TRANSPARENT"
"2021-02-24T10:00:00","2021-02-24T11:00:00","2023-11-14T20:34:34Z","","11ldn4jkecjjcjn5pug6gjh737@google.com","","2021-02-18T19:44:13Z","","2021-03-01T17:37:29Z","","0","CONFIRMED","Post to Insta today","OPAQUE"
"2021-01-31","2021-02-01","2023-11-14T20:34:34Z","","l5niv3hs0uiq8558ab2pnlht8e@google.com","","2020-02-03T21:27:53Z","","2021-03-01T17:38:59Z","","2","CONFIRMED","Sticky Bunton","TRANSPARENT"
"2021-03-22T15:00:00","2021-03-22T16:00:00","2023-11-14T20:34:34Z","","0umts0454e51hdggmqdsicrcru@google.com","","2021-03-24T02:28:45Z","","2021-03-24T02:29:11Z","","0","CONFIRMED","butt","OPAQUE"
"2021-03-24T16:00:00Z","2021-03-24T17:00:00Z","2023-11-14T20:34:34Z","","4044l43822e8krqvqp322qg70h@google.com","","2021-03-24T17:20:31Z","","2021-03-24T17:20:31Z","","0","CONFIRMED","Math one-on-one","OPAQUE"
"2021-03-24T17:00:00Z","2021-03-24T18:00:00Z","2023-11-14T20:34:34Z","","74ir5rte8o7bdp543tardk9vi3@google.com","","2021-03-24T17:20:49Z","","2021-03-24T17:20:49Z","","0","CONFIRMED","Career group meeting","OPAQUE"
"2021-03-26T14:00:00Z","2021-03-26T15:00:00Z","2023-11-14T20:34:34Z","","305i475g28m40ahani9g0o5thc@google.com","","2021-03-24T17:21:16Z","","2021-03-24T17:21:16Z","","0","CONFIRMED","Skin appointment","OPAQUE"
"2017-04-01","2017-04-02","2023-11-14T20:34:34Z","","9pr6i6oj30f0tr14mmjqco5aag@google.com","","2016-10-20T20:47:43Z","","2021-03-29T19:14:52Z","","0","CONFIRMED","Virginia's Birthday","TRANSPARENT"
"2017-04-01","2017-04-02","2023-11-14T20:34:34Z","","9pr6i6oj30f0tr14mmjqco5aag@google.com","","2016-10-20T20:47:43Z","","2021-03-29T19:14:52Z","","1","CONFIRMED","Virginia's Birthday","TRANSPARENT"
"2021-02-11T19:30:00","2021-02-11T20:30:00","2023-11-14T20:34:34Z","","4e45jfkfu0op7koh8kc13oup98@google.com","","2021-02-11T04:12:54Z","","2021-06-03T20:20:23Z","","0","CONFIRMED","Pre-cal lab","OPAQUE"
"2021-01-25T09:45:00","2021-01-25T11:00:00","2023-11-14T20:34:34Z","","5l4p0tqfc8te5f7o6s0uov4c75@google.com","","2021-01-25T17:21:01Z","","2021-06-03T20:20:29Z","","0","CONFIRMED","German","OPAQUE"
"2021-01-25T13:00:00","2021-01-25T14:30:00","2023-11-14T20:34:34Z","","6da494sihm3apmstuofjlnhqeu@google.com","","2021-01-25T17:21:44Z","","2021-06-03T20:20:34Z","","0","CONFIRMED","Ethnic Identity","OPAQUE"
"2021-01-26T12:30:00","2021-01-26T14:00:00","2023-11-14T20:34:34Z","","4joh2n9sh2vsu40mkjri99ljuq@google.com","","2021-01-25T17:22:31Z","","2021-06-03T20:20:40Z","","0","CONFIRMED","Philosophy","OPAQUE"
"2021-02-11T17:35:00","2021-02-11T19:25:00","2023-11-14T20:34:34Z","","5nsv455etq6pk7pn9d89obknhb@google.com","","2021-02-11T04:12:22Z","","2021-06-03T20:20:44Z","","0","CONFIRMED","Precal","OPAQUE"
"2021-01-28T14:30:00","2021-01-28T18:00:00","2023-11-14T20:34:34Z","","35ipokpq4bia2duck8vh66vifc@google.com","","2021-01-25T17:23:14Z","","2021-06-03T20:20:49Z","","1","CONFIRMED","Gender Studies","OPAQUE"
"2021-02-11T14:30:00","2021-02-11T16:00:00","2023-11-14T20:34:34Z","","35ipokpq4bia2duck8vh66vifc_R20210211T193000@google.com","","2021-01-25T17:23:14Z","","2021-06-03T20:20:49Z","","1","CONFIRMED","Gender Studies","OPAQUE"
"2020-07-13","2020-07-14","2023-11-14T20:34:34Z","","pv2mvqc3bjmg9gq5qj7c7694t8@google.com","","2020-01-06T20:42:45Z","","2021-06-07T16:49:50Z","","0","CONFIRMED","Ashley’s b day","OPAQUE"
"2020-04-13T06:30:00","2020-04-13T07:00:00","2023-11-14T20:34:34Z","","rn1qel8601nchao97i3fcc33c0@google.com","","2020-04-12T00:43:22Z","","2021-07-15T19:35:13Z","1931 Loring Pl S, The Bronx, NY 10453, USA","0","CONFIRMED","Breakfast","OPAQUE"
"2020-04-13T06:00:00","2020-04-13T06:30:00","2023-11-14T20:34:34Z","","34rsngghs3v788oh423rm4tuju@google.com","","2020-04-12T00:59:53Z","","2021-07-15T19:35:27Z","","1","CONFIRMED","Wake Up: Morning Routine","OPAQUE"
"2020-08-30T06:00:00","2020-08-30T06:30:00","2023-11-14T20:34:34Z","","34rsngghs3v788oh423rm4tuju_R20200830T100000@google.com","","2020-04-12T00:59:53Z","","2021-07-15T19:35:27Z","","1","CONFIRMED","Wake Up: Morning Routine","OPAQUE"
"2021-07-16T07:00:00","2021-07-16T07:30:00","2023-11-14T20:34:34Z","","lpjam3v8qjjhisivarp767dhi5@google.com","","2020-04-12T00:59:53Z","","2021-07-15T19:35:27Z","","2","CONFIRMED","Wake Up: Morning Routine","OPAQUE"
"2020-04-18T06:30:00","2020-04-18T08:00:00","2023-11-14T20:34:34Z","","6m0dbg83facuqoidl4gf23jhbd@google.com","","2020-04-12T01:06:01Z","","2021-07-15T19:35:41Z","","1","CONFIRMED","Breakfast","OPAQUE"
"2021-07-16T11:45:00Z","2021-07-16T19:15:00Z","2023-11-14T20:34:34Z","","4f7b28918fpri0efer57unc173@google.com","","2021-07-15T19:43:18Z","","2021-07-15T19:43:18Z","","0","CONFIRMED","Gigi's Daycare Shift","OPAQUE"
"2021-07-16T20:00:00Z","2021-07-16T21:00:00Z","2023-11-14T20:34:34Z","","34q17u3v7pa1c96s8ef7lhumkb@google.com","","2021-07-15T19:45:13Z","","2021-07-15T19:45:13Z","","0","CONFIRMED","Dinner","OPAQUE"
"2021-07-16T22:00:00Z","2021-07-17T01:00:00Z","2023-11-14T20:34:34Z","","3b9i1jkhfksc3c2l63irj2b1pc@google.com","","2021-07-15T19:45:28Z","","2021-07-15T19:45:42Z","","0","CONFIRMED","Leisure Time","OPAQUE"
"2021-07-16T21:00:00Z","2021-07-16T22:00:00Z","2023-11-14T20:34:34Z","","70kjaqvb83t26d5orq8jtc7jot@google.com","","2021-07-15T19:44:42Z","","2021-07-15T19:46:00Z","","0","CONFIRMED","Exercise","OPAQUE"
"2020-04-13T21:15:00","2020-04-13T21:45:00","2023-11-14T20:34:34Z","","1t8q8vvq6v3r5jp8bmcsk37a88@google.com","","2020-04-12T01:04:35Z","","2021-07-22T19:24:04Z","","2","CONFIRMED","Nighttime Routine","OPAQUE"
"2020-08-30T21:15:00","2020-08-30T21:45:00","2023-11-14T20:34:34Z","","1t8q8vvq6v3r5jp8bmcsk37a88_R20200831T011500@google.com","","2020-04-12T01:04:35Z","","2021-07-22T19:24:04Z","","2","CONFIRMED","Nighttime Routine","OPAQUE"
"2021-07-24T00:00:00Z","2021-07-24T01:00:00Z","2023-11-14T20:34:34Z","","6tabolfej6kr6r3j9r2k843tjt@google.com","","2021-07-22T21:29:10Z","","2021-07-22T21:30:22Z","","0","CONFIRMED","German: Organizing goals/study basic vocab","OPAQUE"
"2021-07-24T01:00:00Z","2021-07-24T03:00:00Z","2023-11-14T20:34:34Z","","5ijjbbgvpak1pvetktr51f5e4r@google.com","","2021-07-22T21:30:48Z","","2021-07-22T21:30:48Z","","0","CONFIRMED","Leisure Time","OPAQUE"
"2020-04-18T17:30:00","2020-04-18T21:15:00","2023-11-14T20:34:34Z","","56j220kpedaf8v0h37p35tpuiu@google.com","","2020-04-12T01:08:48Z","","2021-07-22T21:35:11Z","","1","CONFIRMED","Leisure Time","OPAQUE"
"2021-07-23T23:00:00","2021-07-23T23:30:00","2023-11-14T20:34:34Z","","vh3mb8970hsclv6s14i6v8knlp@google.com","","2020-04-12T01:04:35Z","","2021-07-22T21:36:56Z","","4","CONFIRMED","Nighttime Routine","OPAQUE"
"2021-07-17T07:30:00","2021-07-17T09:00:00","2023-11-14T20:34:34Z","","nfs1qm9c7spu9ua5jebj27dchr@google.com","","2020-04-12T01:06:01Z","","2021-07-22T21:39:32Z","","2","CONFIRMED","Breakfast","OPAQUE"
"2021-07-23T07:30:00","2021-07-23T08:00:00","2023-11-14T20:34:34Z","","90kreooufjfnu3lpam2huuojqu@google.com","","2020-04-12T00:43:22Z","","2021-07-22T21:40:37Z","1931 Loring Pl S, The Bronx, NY 10453, USA","2","CONFIRMED","Exercise","OPAQUE"
"2021-07-16T07:30:00","2021-07-16T08:00:00","2023-11-14T20:34:34Z","","ck964ghfagrko3d4ahjsis6n4h@google.com","","2020-04-12T00:43:22Z","","2021-07-22T21:40:37Z","1931 Loring Pl S, The Bronx, NY 10453, USA","1","CONFIRMED","Breakfast","OPAQUE"
"2021-07-24T12:00:00Z","2021-07-24T13:00:00Z","2023-11-14T20:34:34Z","","24h6n8gqtug1rc5crpasnfhltv@google.com","","2021-07-22T21:51:39Z","","2021-07-22T21:51:39Z","","0","CONFIRMED","Cards, packing, misc cleaning","OPAQUE"
"2021-07-24T13:45:00Z","2021-07-24T14:45:00Z","2023-11-14T20:34:34Z","","3f5t37hqgrgm9t80f8jecc285t@google.com","","2021-07-22T21:35:51Z","","2021-07-22T21:51:46Z","","5","CONFIRMED","Errands: Mailing gifts, organizing supplies","OPAQUE"
"2021-07-29T20:00:00Z","2021-07-29T22:00:00Z","2023-11-14T20:34:34Z","","0k3sv33pd164emhg8k7bhv022q@google.com","","2021-07-22T21:54:35Z","","2021-07-22T21:54:35Z","","0","CONFIRMED","Python: Study Block","OPAQUE"
"2021-07-29T01:30:00Z","2021-07-29T03:00:00Z","2023-11-14T20:34:34Z","","0pf00l7jlr2on272usffkubg0s@google.com","","2021-07-22T21:57:56Z","","2021-07-22T21:57:56Z","","0","CONFIRMED","Leisure Time","OPAQUE"
"2021-07-31T00:00:00Z","2021-07-31T02:00:00Z","2023-11-14T20:34:34Z","","10um0baoj8fjebqcorbpruptfb@google.com","","2021-07-22T21:58:45Z","","2021-07-22T22:00:01Z","","1","CONFIRMED","MOS: H.W","OPAQUE"
"2021-07-25T14:00:00Z","2021-07-25T16:00:00Z","2023-11-14T20:34:34Z","","7181nt1p6ooi34dfsj1rf40776@google.com","","2021-07-22T22:01:16Z","","2021-07-22T22:01:16Z","","0","CONFIRMED","Job Search Block","OPAQUE"
"2021-07-25T20:00:00Z","2021-07-25T22:00:00Z","2023-11-14T20:34:34Z","","0nu2k0ihv6h2gp60rpnhqsdskc@google.com","","2021-07-22T22:01:49Z","","2021-07-22T22:01:49Z","","0","CONFIRMED","Job Search Block","OPAQUE"
"2021-07-25T16:00:00Z","2021-07-25T19:00:00Z","2023-11-14T20:34:34Z","","011p08n95vobof50ftspk9gpf3@google.com","","2021-07-22T22:02:59Z","","2021-07-22T22:02:59Z","","0","CONFIRMED","Art Shop Work Block","OPAQUE"
"2021-07-25T19:00:00Z","2021-07-25T20:00:00Z","2023-11-14T20:34:34Z","","1qrdpe3iiu5tncv869mrkmm7li@google.com","","2021-07-22T22:03:47Z","","2021-07-22T22:03:47Z","","0","CONFIRMED","Sit-down Lunch","OPAQUE"
"2021-07-25T22:00:00Z","2021-07-25T23:00:00Z","2023-11-14T20:34:34Z","","35edb61g61meh59v74215kncu1@google.com","","2021-07-22T22:05:06Z","","2021-07-22T22:05:06Z","","0","CONFIRMED","Hospice: Planning/Prep","OPAQUE"
"2021-07-24T15:00:00Z","2021-07-24T16:00:00Z","2023-11-14T20:34:34Z","","2gte48kripile2gmj6sek3a2nb@google.com","","2021-07-22T21:36:38Z","","2021-07-22T22:05:41Z","","0","CONFIRMED","German Study Block","OPAQUE"
"2021-07-25T23:00:00Z","2021-07-26T00:00:00Z","2023-11-14T20:34:34Z","","27tk55uhreicl7qg6jcnk6rppq@google.com","","2021-07-22T22:06:02Z","","2021-07-22T22:06:02Z","","0","CONFIRMED","German Study Block","OPAQUE"
"2021-07-26T18:30:00","2021-07-26T21:30:00","2023-11-14T20:34:34Z","","16lqdaojuakt8ag1ctkrslnu08@google.com","","2021-07-22T21:50:25Z","","2021-07-22T22:41:24Z","","0","CONFIRMED","MOS: Lecture","OPAQUE"
"2021-07-26T21:30:00","2021-07-26T23:00:00","2023-11-14T20:34:34Z","","458pjov6mlu33msctceoaqql6a@google.com","","2021-07-22T21:57:32Z","","2021-07-22T22:41:29Z","","0","CONFIRMED","Leisure Time","OPAQUE"
"2021-07-26T16:00:00","2021-07-26T18:00:00","2023-11-14T20:34:34Z","","1v3l52s9rph0vbbpgnucp0cpjb@google.com","","2021-07-22T21:52:50Z","","2021-07-22T22:41:35Z","","1","CONFIRMED","German: Study Block","OPAQUE"
"2021-07-23T08:00:00","2021-07-23T15:00:00","2023-11-14T20:34:34Z","","7arll3vd4j20tbknn4edhn8cjs@google.com","","2021-07-22T19:19:26Z","","2021-07-22T22:41:46Z","","1","CONFIRMED","Gigi's Daycare Work Block","OPAQUE"
"2021-07-23T15:00:00","2021-07-23T16:00:00","2023-11-14T20:34:34Z","","5tigqoodd68jukqenl808sk751@google.com","","2021-07-22T19:20:24Z","","2021-07-22T22:41:53Z","","1","CONFIRMED","Checkpoint:  Sit-down Meal","OPAQUE"
"2021-07-27T16:00:00","2021-07-27T18:00:00","2023-11-14T20:34:34Z","","006c1mhihfr89jht7v0tqrtg3i@google.com","","2021-07-22T21:54:10Z","","2021-07-22T22:41:59Z","","0","CONFIRMED","Calculus: Study Block","OPAQUE"
"2020-04-18T12:00:00","2020-04-18T13:30:00","2023-11-14T20:34:34Z","","40h0hj1nmo3dgrfn4fhvkrs3n5@google.com","","2020-04-12T01:07:37Z","","2021-07-22T22:44:14Z","","0","CONFIRMED","Lunch","OPAQUE"
"2021-07-24T12:00:00","2021-07-24T13:30:00","2023-11-14T20:34:34Z","","40h0hj1nmo3dgrfn4fhvkrs3n5_R20210724T160000@google.com","","2020-04-12T01:07:37Z","","2021-07-22T22:44:14Z","","0","CONFIRMED","Sit-down Lunch","OPAQUE"
"2020-04-18T13:30:00","2020-04-18T17:30:00","2023-11-14T20:34:34Z","","7lkabpku5m859msrup1bo4ahbl@google.com","","2020-04-12T01:08:00Z","","2021-07-22T22:44:19Z","","1","CONFIRMED","Digital Art: Work Block","OPAQUE"
"2021-07-31T13:30:00","2021-07-31T17:30:00","2023-11-14T20:34:34Z","","7lkabpku5m859msrup1bo4ahbl_R20210731T173000@google.com","","2020-04-12T01:08:00Z","","2021-07-22T22:44:19Z","","1","CONFIRMED","Digital Art Work Block","OPAQUE"
"2021-07-24T19:15:00","2021-07-24T23:00:00","2023-11-14T20:34:34Z","","e5cbmqfer12hgsrjv9ktfgnmer@google.com","","2020-04-12T01:08:48Z","","2021-07-22T22:44:27Z","","2","CONFIRMED","Leisure Time","OPAQUE"
"2021-07-22T21:30:00Z","2021-07-22T23:00:00Z","2023-11-14T20:34:34Z","","4f13ts0ojqbniqok30aarhgvto@google.com","","2021-07-22T21:27:26Z","","2021-07-22T22:49:42Z","","2","CONFIRMED","Scheduling, planning for next week/Fall","OPAQUE"
"2021-07-22T19:00:00","2021-07-22T20:00:00","2023-11-14T20:34:34Z","","53t015gdndtfupkecu67r7kbhq@google.com","","2021-07-22T19:29:29Z","","2021-07-22T22:49:55Z","","2","CONFIRMED","Sit-down Dinner","OPAQUE"
"2021-07-26T21:45:00","2021-07-26T22:45:00","2023-11-14T20:34:34Z","","53t015gdndtfupkecu67r7kbhq@google.com","","2021-07-22T19:29:29Z","","2021-07-22T22:49:55Z","","2","CONFIRMED","Sit-down Dinner","OPAQUE"
"2021-07-28T21:30:00","2021-07-28T22:30:00","2023-11-14T20:34:34Z","","53t015gdndtfupkecu67r7kbhq@google.com","","2021-07-22T19:29:29Z","","2021-07-22T22:49:55Z","","2","CONFIRMED","Sit-down Dinner","OPAQUE"
"2021-07-23T20:00:00Z","2021-07-23T23:00:00Z","2023-11-14T20:34:34Z","","7uc5kqpflvrrp1ja1h8jq30vp4@google.com","","2021-07-22T19:22:42Z","","2021-07-22T22:51:00Z","","3","CONFIRMED","M.O.S Homework/TestPrep","OPAQUE"
"2021-07-22T23:00:00Z","2021-07-23T03:00:00Z","2023-11-14T20:34:34Z","","3lnhode927pschnh6hbaeds9fc@google.com","","2021-07-22T22:51:29Z","","2021-07-22T22:51:52Z","","2","CONFIRMED","Leisure Time","OPAQUE"
"2021-09-22T00:00:00Z","2021-09-22T01:00:00Z","2023-11-14T20:34:34Z","","55k6ot7qp948mq6abk98elamr0@google.com","","2021-08-11T23:12:18Z","","2021-08-11T23:12:18Z","","0","CONFIRMED","Soccer Mommy Show","OPAQUE"
"2021-10-14T23:00:00Z","2021-10-15T00:00:00Z","2023-11-14T20:34:34Z","","6ue3iaooa4lgv3noffhjsnt95v@google.com","","2021-08-11T23:13:35Z","","2021-08-11T23:13:35Z","","0","CONFIRMED","Japanese Breakfast Show","OPAQUE"
"2022-02-18T00:00:00Z","2022-02-18T01:00:00Z","2023-11-14T20:34:34Z","","5drgdruiugoi2cftj2e7crml80@google.com","","2021-08-11T23:14:20Z","","2021-08-11T23:14:20Z","","0","CONFIRMED","The Marias Show","OPAQUE"
"2021-08-24T16:00:00Z","2021-08-24T22:00:00Z","2023-11-14T20:34:34Z","","ai38ik9tguk6b1tkebvajmcp48@google.com","","2021-08-23T20:45:00Z","Join from a PC, Mac, iPad, iPhone or Android device:\n    Please click this URL to join. https://infobase.zoom.us/w/99671956995?tk=bbWo9kSsYczmp5rLxV-e4cbo_GKUSJuXbPidAqHvrcs.DQMAAAAXNOleAxZuNUc0YkZ6U1M0LVFENHk0MG9qYmtnAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&uuid=WN_Zq86gzEXSPeARW62PZtVkw\nDescription: Join us at 12pm ET during the Women in STEM Career Fair for a featured Fireside Chat with Maya Ajmera, President and CEO of Society for Science and Publisher of its award-winning magazine, Science News. Founded in 1921, the Society works to promote the understanding and appreciation of science and the vital role it plays in human advancement and is best known for its world-class science competitions, including the Regeneron Science Talent Search, Regeneron International Science and Engineering Fair, and Broadcom MASTERS.\n\nMaya is the recipient of the 2020 National Science Board Public Service Award, recognized for her tremendous contribution to increasing the public’s understanding of science and engineering. Maya is also a recipient of the Henry Crown Fellowship at the Aspen Institute, the Echoing Green Fellowship, the William C. Friday Fellowship for Human Relations, and the Rotary International Graduate Fellowship.\n\nThen, at 3pm ET join us for a panel discussion where we will be breaking Beyond the Glass Ceiling. Panelists from Infosys Foundation USA, Trinity Life Sciences, Holland & Hart LLP and Instrumental will be in attendance. We will be discussing how to navigate the interview process, negotiating offers and Diversity, Equity, and Inclusion.\n\nOur panelists include:\nKatherine Maloney, Executive Director at Infosys Foundation USA\nAlessa Moscoco, Associate Director DEI at Trinity Life Sciences\nLeah Villarreal, Patent Agent at Holland & Hart LLP\nAnna-Katrina Shedletsky, CEO and Founder of Instrumental\n\nOr One tap mobile:\n    +16468769923,,99671956995# US (New York)\n    +13126266799,,99671956995# US (Chicago)\n\nOr join by phone:\n    Dial(for higher quality, dial a number based on your current location):\n        US: +1 646 876 9923  or +1 312 626 6799  or +1 301 715 8592  or +1 346 248 7799  or +1 408 638 0968  or +1 669 900 6833  or +1 253 215 8782 \n    Webinar ID: 996 7195 6995\n    International numbers available: https://infobase.zoom.us/u/acuVUwCaPp\n\n","2021-08-23T20:45:56Z","https://infobase.zoom.us/w/99671956995?tk=bbWo9kSsYczmp5rLxV-e4cbo_GKUSJuXbPidAqHvrcs.DQMAAAAXNOleAxZuNUc0YkZ6U1M0LVFENHk0MG9qYmtnAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&uuid=WN_Zq86gzEXSPeARW62PZtVkw","0","CONFIRMED","Women in STEM Career Fair","OPAQUE"
"2021-08-25T13:00:00Z","2021-08-25T14:00:00Z","2023-11-14T20:34:34Z","","3lbfe3suvtvi4df3r6as65vsbl@google.com","","2021-08-23T20:54:23Z","","2021-08-23T20:54:23Z","","0","CONFIRMED","Physical Therapy","OPAQUE"
"2021-03-06","2021-03-07","2023-11-14T20:34:34Z","","6350uuiqpnpio163gusgko5puk@google.com","","2020-02-03T21:27:53Z","","2021-08-27T16:18:44Z","","3","CONFIRMED","Sticky Bunton","TRANSPARENT"
"2021-08-31T17:45:00Z","2021-08-31T19:45:00Z","2023-11-14T20:34:34Z","","6ro9l4jn3qgjhkpgi86t5spp6c@google.com","","2021-08-29T17:25:24Z","","2021-08-29T17:26:22Z","","1","CONFIRMED","Study Block","OPAQUE"
"2021-08-31T17:00:00Z","2021-08-31T17:45:00Z","2023-11-14T20:34:34Z","","11hu4gppd72gi3g9hb2gl1h9tf@google.com","","2021-08-29T17:26:36Z","","2021-08-29T17:26:45Z","","0","CONFIRMED","Sit-down Meal","OPAQUE"
"2021-08-30T19:30:00Z","2021-08-30T21:30:00Z","2023-11-14T20:34:34Z","","7e3bkda85jcd76uv9rugk5pt4f@google.com","","2021-08-29T17:25:00Z","","2021-08-29T17:27:06Z","","2","CONFIRMED","Study Block","OPAQUE"
"2021-08-30T18:30:00Z","2021-08-30T19:30:00Z","2023-11-14T20:34:34Z","","1lsqitu03r4tcru1eqjma6512v@google.com","","2021-08-29T17:27:16Z","","2021-08-29T17:27:27Z","","3","CONFIRMED","Sit-down Meal","OPAQUE"
"2021-09-01T17:00:00Z","2021-09-01T17:45:00Z","2023-11-14T20:34:34Z","","7nb8r670rlimn75sq7iv4g7j74@google.com","","2021-08-29T17:27:52Z","","2021-08-29T17:27:52Z","","0","CONFIRMED","Sit-down Meal","OPAQUE"
"2021-09-02T18:30:00Z","2021-09-02T19:30:00Z","2023-11-14T20:34:34Z","","7l420saq0b5cv5gse8c4hiekbo@google.com","","2021-08-29T17:28:46Z","","2021-08-29T17:28:46Z","","0","CONFIRMED","Sit-down Meal","OPAQUE"
"2021-09-03T18:00:00Z","2021-09-03T19:00:00Z","2023-11-14T20:34:34Z","","00j7l5re2sen3pspjee8ecpil6@google.com","","2021-08-29T17:29:26Z","","2021-08-29T17:29:26Z","","0","CONFIRMED","Sit-down Meal","OPAQUE"
"2021-09-04T19:00:00Z","2021-09-04T20:00:00Z","2023-11-14T20:34:34Z","","7rjaih3efekoft75lmhv09mtsr@google.com","","2021-08-29T17:29:54Z","","2021-08-29T17:29:54Z","","0","CONFIRMED","Sit-down Meal","OPAQUE"
"2021-08-30T08:00:00","2021-08-30T12:00:00","2023-11-14T20:34:34Z","","1k4v62cvtvsrhbitrni9v9ednl@google.com","","2021-08-27T16:12:36Z","","2021-08-29T17:30:46Z","","0","CONFIRMED","Gigi's Daycare Work Block","OPAQUE"
"2021-08-30T08:00:00","2021-08-30T12:00:00","2023-11-14T20:34:34Z","","1k4v62cvtvsrhbitrni9v9ednl@google.com","","2021-08-27T16:12:36Z","","2021-08-29T17:30:46Z","","0","CONFIRMED","Gigi's Daycare Work Block","OPAQUE"
"2021-09-04T20:00:00Z","2021-09-05T00:00:00Z","2023-11-14T20:34:34Z","","6p8ch8usstpdf698l391eosef1@google.com","","2021-08-29T17:31:15Z","","2021-08-29T17:31:18Z","","0","CONFIRMED","Study Block","OPAQUE"
"2021-09-02T19:45:00Z","2021-09-03T00:00:00Z","2023-11-14T20:34:34Z","","70466ljc6evfldnmn8un9bkqd5@google.com","","2021-08-29T17:25:51Z","","2021-08-29T17:31:20Z","","5","CONFIRMED","Study Block","OPAQUE"
"2021-08-31T21:00:00Z","2021-09-01T00:00:00Z","2023-11-14T20:34:34Z","","0cmepotseokef066sd3fbfk5gh@google.com","","2021-08-29T17:25:39Z","","2021-08-29T17:31:22Z","","0","CONFIRMED","Study Block","OPAQUE"
"2021-09-01T20:00:00Z","2021-09-01T21:30:00Z","2023-11-14T20:34:34Z","","7umf9j457sur99333bs99h2cke@google.com","","2021-08-29T17:31:43Z","","2021-08-29T17:31:56Z","","2","CONFIRMED","Study Block","OPAQUE"
"2021-09-01T17:45:00Z","2021-09-01T19:00:00Z","2023-11-14T20:34:34Z","","7dc1phfod4f3ms072v9ibjtppj@google.com","","2021-08-29T17:32:43Z","","2021-08-29T17:32:47Z","","1","CONFIRMED","Study Block","OPAQUE"
"2021-09-03T20:00:00Z","2021-09-04T00:00:00Z","2023-11-14T20:34:34Z","","5ger8ha42oida2p2i5hp1b4ls5@google.com","","2021-08-29T17:32:59Z","","2021-08-29T17:33:02Z","","0","CONFIRMED","Study Block","OPAQUE"
