dtstart,dtend,dtstamp,created,description,last-modified,location,sequence,status,summary
"2019-06-24T19:30:00Z","2019-06-24T20:30:00Z","2023-11-14T20:34:34Z","2019-06-18T18:38:58Z","","2019-06-18T18:38:58Z","","0","CONFIRMED","Community Meeting"
"2018-07-07T05:00:00","2018-07-07T05:00:00","2023-11-14T20:34:34Z","2018-07-06T23:33:39Z","","2019-06-24T16:00:35Z","","0","CONFIRMED","Wake Up"
"2018-07-07T22:00:00","2018-07-08T05:00:00","2023-11-14T20:34:34Z","2018-07-07T00:13:28Z","","2019-06-24T16:00:42Z","","0","CONFIRMED","Rest"
"2019-10-08T18:45:00Z","2019-10-08T19:45:00Z","2023-11-14T20:34:34Z","2019-06-24T17:17:26Z","","2019-06-24T17:17:26Z","","0","CONFIRMED","Surgical Appointment"
"2019-09-08","2019-09-09","2023-11-14T20:34:34Z","2019-07-01T01:20:55Z","","2019-07-01T01:20:55Z","","0","CONFIRMED","First Convention"
"2019-09-07","2019-09-08","2023-11-14T20:34:34Z","2019-07-01T01:21:23Z","","2019-07-01T01:21:23Z","","0","CONFIRMED","First Convention"
"2019-07-01T13:30:00Z","2019-07-01T14:30:00Z","2023-11-14T20:34:34Z","2019-07-01T12:01:54Z","","2019-07-01T12:01:54Z","","0","CONFIRMED","Orientation"
"2019-07-13T15:30:00Z","2019-07-13T20:30:00Z","2023-11-14T20:34:34Z","2019-07-12T15:09:21Z","","2019-07-12T15:17:52Z","","0","CONFIRMED","Staples"
"2019-07-19T20:00:00Z","2019-07-20T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:12:31Z","","2019-07-12T15:17:54Z","","0","CONFIRMED","Staples"
"2019-07-17T20:00:00Z","2019-07-18T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:11:57Z","","2019-07-12T15:17:56Z","","0","CONFIRMED","Staples"
"2019-07-16T20:00:00Z","2019-07-17T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:10:39Z","","2019-07-12T15:17:58Z","","0","CONFIRMED","Staples"
"2019-07-14T16:00:00Z","2019-07-14T21:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:10:03Z","","2019-07-12T15:18:01Z","","0","CONFIRMED","Staples"
"2019-07-22T20:00:00Z","2019-07-23T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:14:47Z","","2019-07-12T15:18:14Z","","0","CONFIRMED","Staples"
"2019-07-24T20:00:00Z","2019-07-25T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:15:45Z","","2019-07-12T15:18:16Z","","0","CONFIRMED","Staples"
"2019-07-30T20:00:00Z","2019-07-31T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:17:00Z","","2019-07-12T15:18:18Z","","0","CONFIRMED","Staples"
"2019-08-01T20:00:00Z","2019-08-02T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:17:21Z","","2019-07-12T15:18:23Z","","0","CONFIRMED","Staples"
"2019-08-02T20:00:00Z","2019-08-03T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:17:32Z","","2019-07-12T15:18:24Z","","0","CONFIRMED","Staples"
"2019-07-25T20:00:00Z","2019-07-26T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:15:58Z","","2019-07-12T15:18:27Z","","0","CONFIRMED","Staples"
"2019-07-20T20:00:00Z","2019-07-21T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:13:45Z","","2019-07-12T15:18:31Z","","0","CONFIRMED","Staples"
"2019-07-21T01:30:00Z","2019-07-21T02:30:00Z","2023-11-14T20:34:34Z","2019-07-12T15:03:23Z","","2019-07-12T15:18:32Z","","0","CONFIRMED","Micheal's Birthday"
"2019-07-27T20:00:00Z","2019-07-28T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:16:30Z","","2019-07-12T15:18:35Z","","0","CONFIRMED","Staples"
"2019-08-03T20:00:00Z","2019-08-04T01:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:17:44Z","","2019-07-12T15:18:39Z","","0","CONFIRMED","Staples"
"2019-07-18T17:00:00Z","2019-07-18T19:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:04:02Z","","2019-07-12T15:18:50Z","50 Broadway St. on the 24th floor","0","CONFIRMED","Group Interview"
"2019-07-29T19:30:00Z","2019-07-29T20:30:00Z","2023-11-14T20:34:34Z","2019-06-24T21:06:41Z","","2019-07-12T15:21:07Z","","1","CONFIRMED","Community Visioning Meeting"
"2019-07-12T17:00:00Z","2019-07-12T18:00:00Z","2023-11-14T20:34:34Z","2019-07-12T15:23:21Z","","2019-07-12T15:23:34Z","2160 Matthews Ave, The Bronx, NY 10462, USA","0","CONFIRMED","Meeting Luz"
"2019-08-16T23:00:00Z","2019-08-17T00:00:00Z","2023-11-14T20:34:34Z","2019-07-15T22:29:26Z","","2019-07-15T22:29:26Z","","0","CONFIRMED","Micheal’s Birthday"
"2019-07-26T20:00:00Z","2019-07-26T21:00:00Z","2023-11-14T20:34:34Z","2019-07-18T19:08:52Z","","2019-07-18T19:08:52Z","","0","CONFIRMED","Doctors Appointment"
"2019-07-25","2019-07-26","2023-11-14T20:34:34Z","2019-07-17T16:43:03Z","","2019-07-22T18:05:46Z","","1","CONFIRMED","Anthony’s Birthday"
"2019-08-17T17:30:00Z","2019-08-17T18:30:00Z","2023-11-14T20:34:34Z","2019-07-23T11:45:41Z","","2019-07-23T11:45:41Z","","0","CONFIRMED","Opera Show"
"2019-07-31T15:30:00Z","2019-07-31T18:30:00Z","2023-11-14T20:34:34Z","2019-07-30T15:16:26Z","","2019-07-30T15:16:27Z","2210 Bartow Ave., Bronx, NY 10475","0","CONFIRMED","Toy Story 4 at AMC Bay Plaza Cinema 13"
"2019-08-12T10:30:00Z","2019-08-12T11:30:00Z","2023-11-14T20:34:34Z","2019-07-30T15:28:04Z","","2019-07-30T15:28:20Z","","0","CONFIRMED","GA Python "
"2018-07-11T08:00:00","2018-07-11T09:00:00","2023-11-14T20:34:34Z","2018-07-06T23:50:50Z","","2019-07-30T15:28:52Z","","1","CONFIRMED","Mandarin Lessons"
"2018-07-11T08:00:00","2018-07-11T09:00:00","2023-11-14T20:34:34Z","2018-07-06T23:50:50Z","","2019-07-30T15:28:52Z","","1","CONFIRMED","Mandarin Lessons"
"2019-09-09T18:00:00Z","2019-09-09T20:30:00Z","2023-11-14T20:34:34Z","2019-08-28T16:59:07Z","","2019-08-28T16:59:07Z","","0","CONFIRMED","Dementia Training"
"2017-10-21T10:00:00","2017-10-21T11:00:00","2023-11-14T20:34:34Z","2017-10-13T17:43:24Z","","2019-10-02T19:12:06Z","","1","CONFIRMED","Eyebrow Threading"
"2018-07-14T10:00:00","2018-07-14T11:00:00","2023-11-14T20:34:34Z","2017-10-13T17:43:24Z","","2019-10-02T19:12:06Z","","1","CONFIRMED","Eyebrow Threading"
"2018-07-28T10:00:00","2018-07-28T11:00:00","2023-11-14T20:34:34Z","2017-10-13T17:43:24Z","","2019-10-02T19:12:06Z","","1","CONFIRMED","Eyebrow Threading"
"2019-09-29","2019-09-30","2023-11-14T20:34:34Z","2017-09-28T16:00:56Z","","2019-10-02T19:12:44Z","2550 Webb Ave, Bronx, NY 10468, USA","2","CONFIRMED","Hospice Volunteer"
"2019-07-23T10:00:00","2019-07-23T14:30:00","2023-11-14T20:34:34Z","2019-07-22T18:05:18Z","","2019-10-02T19:13:44Z","","0","CONFIRMED","White Plains Client"
"2019-10-19T17:00:00Z","2019-10-19T20:00:00Z","2023-11-14T20:34:34Z","2019-10-03T17:16:13Z","","2019-10-03T20:20:28Z","1974 Grand Ave, The Bronx, NY 10453, USA","0","CONFIRMED","Harvest Festival -Craft Table"
"2019-10-02T04:00:00","2019-10-02T09:00:00","2023-11-14T20:34:34Z","2019-07-22T18:05:18Z","","2019-10-03T20:21:39Z","","1","CONFIRMED","White Plains Client"
"2019-10-03T16:00:00","2019-10-03T21:00:00","2023-11-14T20:34:34Z","2019-07-22T18:05:18Z","","2019-10-03T20:21:39Z","","4","CONFIRMED","White Plains Client"
"2019-10-11T16:00:00Z","2019-10-11T16:30:00Z","2023-11-14T20:34:34Z","2019-10-03T17:16:51Z","","2019-10-03T20:38:36Z","","1","CONFIRMED","Megabus to Philly"
"2019-10-12","2019-10-13","2023-11-14T20:34:34Z","2019-10-03T20:39:20Z","","2019-10-03T20:39:20Z","","0","CONFIRMED","Philly Trip - SUAGMM"
"2019-11-09T13:30:00Z","2019-11-10T08:30:00Z","2023-11-14T20:34:34Z","2019-10-02T19:16:06Z","","2019-10-03T20:41:21Z","University of Connecticut-Stamford Campus, 1 University Pl, Stamford, CT 06901, USA","0","CONFIRMED","All Our Kin Conference"
"2019-11-22T21:00:00Z","2019-11-22T22:30:00Z","2023-11-14T20:34:34Z","2019-11-16T18:50:46Z","","2019-11-16T18:50:46Z","","0","CONFIRMED","OBGYN Appointment"
"2019-11-22","2019-11-23","2023-11-14T20:34:34Z","2019-11-22T23:07:38Z","","2019-11-22T23:07:38Z","","0","CONFIRMED","Today You requested a credit report from TransUnion"
"2019-12-07T16:40:00Z","2019-12-07T17:40:00Z","2023-11-14T20:34:34Z","2019-11-23T16:22:20Z","","2019-11-23T16:22:20Z","","0","CONFIRMED","GYN"
"2020-01-18T19:30:00Z","2020-01-18T20:30:00Z","2023-11-14T20:34:34Z","2019-12-05T21:35:29Z","Call 2126420142 the day of to make sure that everything’s going as planned.","2019-12-05T21:36:48Z","new york public library for the preforming arts, Dorothy and Lewis B. Cullman Center, Bruno Walter Auditorium","0","CONFIRMED","Opera Show"
"2019-12-21T00:45:00Z","2019-12-21T01:45:00Z","2023-11-14T20:34:34Z","2019-12-05T22:37:46Z","","2019-12-05T22:37:46Z","Barclays Center, 620 Atlantic Ave, Brooklyn, NY 11217, USA","0","CONFIRMED","Smackdown"
"2019-10-07T16:00:00","2019-10-07T21:00:00","2023-11-14T20:34:34Z","2019-10-03T20:21:40Z","","2019-12-05T22:41:15Z","","0","CONFIRMED","White Plains Client"
"2019-12-05T08:00:00","2019-12-05T15:00:00","2023-11-14T20:34:34Z","2019-12-05T22:40:06Z","","2019-12-11T17:57:35Z","1931 Loring Pl S, The Bronx, NY 10453, USA","1","CONFIRMED","Daycare"
"2018-07-07T07:30:00","2018-07-07T08:00:00","2023-11-14T20:34:34Z","2018-07-06T23:57:13Z","","2019-12-11T17:58:44Z","","0","CONFIRMED","Coffee+Email"
"2018-07-08T08:00:00","2018-07-08T09:00:00","2023-11-14T20:34:34Z","2018-07-06T23:48:50Z","","2019-12-11T18:03:59Z","","0","CONFIRMED","Mandarin Lessons"
"2019-12-21","2019-12-22","2023-11-14T20:34:34Z","2019-12-11T18:04:33Z","","2019-12-11T18:14:19Z","","2","CONFIRMED","Ashley's Dinner"
"2019-12-22T23:00:00Z","2019-12-23T00:00:00Z","2023-11-14T20:34:34Z","2019-12-21T16:16:44Z","260 broadway floor 5 NYC","2019-12-21T16:16:44Z","the jazz gallery ","0","CONFIRMED","Eye’s of Chile Concert"
"2020-09-09","2020-09-10","2023-11-14T20:34:34Z","2019-12-26T21:50:20Z","","2019-12-26T21:50:20Z","","0","CONFIRMED","Angy’s Birthday"
"2019-12-17T23:00:00","2019-12-18T22:30:00","2023-11-14T20:34:34Z","2019-12-11T18:02:06Z","","2019-12-28T00:11:41Z","","1","CONFIRMED","Evening Sketches"
"2020-03-02T18:15:00Z","2020-03-02T19:15:00Z","2023-11-14T20:34:34Z","2020-03-02T13:30:42Z","","2020-03-02T13:30:42Z","","0","CONFIRMED","Dermatologist appointment"
"2016-03-17","2016-03-18","2023-11-14T20:34:34Z","2016-05-24T01:30:18Z","","2020-03-16T11:54:12Z","","0","CONFIRMED","Geo's Birthday"
"2019-12-17T06:30:00","2019-12-17T07:00:00","2023-11-14T20:34:34Z","2018-07-06T23:57:13Z","","2020-04-12T00:29:34Z","","1","CONFIRMED","Coffee + Email"
"2019-12-05T17:00:00","2019-12-05T22:00:00","2023-11-14T20:34:34Z","2019-12-05T22:41:15Z","","2020-04-12T00:29:47Z","","0","CONFIRMED","White Plains Client"
"2018-07-07T20:30:00","2018-07-07T21:30:00","2023-11-14T20:34:34Z","2018-07-07T00:01:00Z","","2020-04-12T00:29:58Z","","0","CONFIRMED","Hair Mask"
"2019-12-21T20:30:00","2019-12-21T21:30:00","2023-11-14T20:34:34Z","2018-07-07T00:01:00Z","","2020-04-12T00:29:58Z","","0","CONFIRMED","Hair Mask"
"2020-06-20","2020-06-21","2023-11-14T20:34:34Z","2020-04-12T00:30:35Z","","2020-04-12T00:30:59Z","","1","CONFIRMED","Brooklyn Comic Con"
"2019-12-11T07:00:00","2019-12-11T15:00:00","2023-11-14T20:34:34Z","2019-12-05T22:40:06Z","","2020-04-12T00:43:22Z","1931 Loring Pl S, The Bronx, NY 10453, USA","2","CONFIRMED","Daycare Shift"
"2020-04-13T16:00:00","2020-04-13T16:45:00","2023-11-14T20:34:34Z","2020-04-12T00:52:39Z","","2020-04-12T00:58:27Z","","0","CONFIRMED","Remote Call - Prep"
"2020-04-13T15:00:00","2020-04-13T16:00:00","2023-11-14T20:34:34Z","2020-04-12T00:54:34Z","","2020-04-12T01:01:58Z","","0","CONFIRMED","Daycare: Activity Block"
"2020-04-17T15:30:00Z","2020-04-17T16:30:00Z","2023-11-14T20:34:34Z","2020-04-15T12:07:45Z","","2020-04-15T12:07:45Z","","0","CONFIRMED","Cleaning Zoom"
"2020-04-16T23:00:00Z","2020-04-17T00:00:00Z","2023-11-14T20:34:34Z","2020-04-15T12:41:53Z","","2020-04-15T12:41:53Z","","0","CONFIRMED","All our kin Zoom"
"2020-04-27T18:00:00Z","2020-04-27T19:00:00Z","2023-11-14T20:34:34Z","2020-04-26T18:04:11Z","1. Click and join at the specified time and date:\nhttps://global.gotowebinar.com/join/626444957213932046/686330419 https://global.gotowebinar.com/join/626444957213932046/686330419 \nNote: This link should not be shared with others it is unique to you.\n\n2. More webinar details:\nhttps://attendee.gotowebinar.com/additionalInfo.tmpl?duplicate=false&webinar=626444957213932046&aregistrantConfirmation=7722666614797842956 https://attendee.gotowebinar.com/additionalInfo.tmpl?duplicate=false&webinar=626444957213932046&aregistrantConfirmation=7722666614797842956","2020-04-26T18:05:10Z","GoToWebinar","1","CONFIRMED","GoToWebinar - Webinar – “Making comics for both Print and Webtoon in Clip Studio Paint” with Simon Lindenthaler"
"2020-07-28T22:00:00Z","2020-07-28T23:00:00Z","2023-11-14T20:34:34Z","2020-07-23T03:49:35Z","The World’s Queer Frontiers: Mark Gevisser with\nAndrew Solomon\n\nConfirmation number: HZ8ZZZUU71197425","2020-07-23T03:49:35Z","","0","CONFIRMED","The World’s Queer Frontiers: Mark Gevisser with\nAndrew Solomon"
"2020-04-13T13:30:00","2020-04-13T15:00:00","2023-11-14T20:34:34Z","2020-04-12T00:51:01Z","","2020-08-26T20:32:15Z","","0","CONFIRMED","Liesure Time"
"2020-04-13T12:30:00","2020-04-13T13:30:00","2023-11-14T20:34:34Z","2020-04-12T00:48:58Z","","2020-08-26T20:32:23Z","","0","CONFIRMED","Lunch"
"2020-04-13T12:00:00","2020-04-13T12:30:00","2023-11-14T20:34:34Z","2020-04-12T00:48:04Z","","2020-08-26T20:32:31Z","","0","CONFIRMED","Daycare: Naptime Cleanup"
"2020-04-13T08:00:00","2020-04-13T12:00:00","2023-11-14T20:34:34Z","2020-04-12T00:47:29Z","","2020-08-26T20:32:37Z","","0","CONFIRMED","Daycare: Activity Block"
"2020-04-13T07:00:00","2020-04-13T08:00:00","2023-11-14T20:34:34Z","2020-04-12T00:45:39Z","","2020-08-26T20:32:44Z","","0","CONFIRMED","Daycare: Sign-in & Prep "
"2020-04-18T08:00:00","2020-04-18T12:00:00","2023-11-14T20:34:34Z","2020-04-12T01:07:03Z","","2020-08-26T20:32:58Z","","0","CONFIRMED","Digital Art: Work Block"
"2020-04-16T15:00:00","2020-04-16T16:00:00","2023-11-14T20:34:34Z","2020-04-12T00:54:34Z","","2020-08-26T20:33:07Z","","1","CONFIRMED","Daycare: Afternoon Activities"
"2020-04-16T16:00:00","2020-04-16T16:45:00","2023-11-14T20:34:34Z","2020-04-12T00:52:39Z","","2020-08-26T20:33:11Z","","1","CONFIRMED","Prep for WP Client"
"2020-04-13T16:45:00","2020-04-13T20:45:00","2023-11-14T20:34:34Z","2020-04-12T00:33:30Z","","2020-08-26T20:33:15Z","","3","CONFIRMED","Remote Call - White Plains "
"2020-04-17T15:00:00","2020-04-17T18:00:00","2023-11-14T20:34:34Z","2020-04-12T00:56:01Z","","2020-08-26T20:33:21Z","","0","CONFIRMED","Daycare: Activity Block"
"2020-04-17T18:00:00","2020-04-17T21:15:00","2023-11-14T20:34:34Z","2020-04-12T00:56:56Z","","2020-08-26T20:33:29Z","","0","CONFIRMED","Leisure Time"
"2020-04-17T18:00:00","2020-04-17T21:15:00","2023-11-14T20:34:34Z","2020-04-12T00:56:56Z","","2020-08-26T20:33:29Z","","0","CONFIRMED","Leisure Time"
"2020-04-13T20:45:00","2020-04-13T21:00:00","2023-11-14T20:34:34Z","2020-04-12T00:58:03Z","","2020-08-26T20:33:42Z","","0","CONFIRMED","Remote Call - Cleanup"
"2020-09-01T13:30:00Z","2020-09-01T15:00:00Z","2023-11-14T20:34:34Z","2020-08-28T02:45:52Z","","2020-08-28T02:45:52Z","","0","CONFIRMED","CSCI 12700"
"2020-09-04T12:00:00","2020-09-04T13:30:00","2023-11-14T20:34:34Z","2020-09-04T18:39:02Z","","2020-09-04T18:39:42Z","","1","CONFIRMED","Lunch"
"2020-09-20T17:00:00Z","2020-09-20T17:30:00Z","2023-11-14T20:34:34Z","2020-09-15T00:17:24Z","Carla Sanchez is inviting you to a scheduled Zoom meeting.<br><br>Join Zoom Meeting<br><a href=https://us04web.zoom.us/j/72500777143?pwd=eFJKT0FieWx6c2ltY0ZRbUd1Z2htdz09>https://us04web.zoom.us/j/72500777143?pwd=eFJKT0FieWx6c2ltY0ZRbUd1Z2htdz09</a><br><br>Meeting ID: 725 0077 7143<br>Passcode: 1T3beD","2020-09-15T00:26:57Z","https://us04web.zoom.us/j/72500777143?pwd=eFJKT0FieWx6c2ltY0ZRbUd1Z2htdz09","0","CONFIRMED","Group 3 - Discussion Time"
"2020-09-27T20:00:00Z","2020-09-27T20:30:00Z","2023-11-14T20:34:34Z","2020-09-27T13:31:20Z","Carla Sanchez is inviting you to a scheduled Zoom meeting.\n\nJoin Zoom Meeting\nhttps://us04web.zoom.us/j/72638730093?pwd=elNpK2g2WVZZWmpFZG9tYkUzQjFidz09\n\nMeeting ID: 726 3873 0093\nPasscode: 9enLqV\n\n","2020-09-27T13:31:20Z","https://us04web.zoom.us/j/72638730093?pwd=elNpK2g2WVZZWmpFZG9tYkUzQjFidz09","0","CONFIRMED","Group 3 Meeting"
"2019-10-13T16:20:00Z","2019-10-13T16:30:00Z","2023-11-14T20:34:34Z","2019-10-03T20:40:09Z","","2020-10-22T13:02:45Z","","0","CONFIRMED","Megabus to NYC"
"2020-08-31T10:00:00","2020-08-31T13:00:00","2023-11-14T20:34:34Z","2020-08-28T02:43:51Z","","2021-01-12T00:03:41Z","","0","CONFIRMED","PHYS 10100"
"2020-08-31T14:30:00","2020-08-31T16:00:00","2023-11-14T20:34:34Z","2020-08-28T02:44:43Z","","2021-01-12T00:03:46Z","","1","CONFIRMED","MUSHL 10100"
"2020-09-01T12:00:00","2020-09-01T13:00:00","2023-11-14T20:34:34Z","2020-08-28T02:46:40Z","","2021-01-12T00:03:52Z","","1","CONFIRMED","HIST 15200"
"2020-09-01T14:00:00","2020-09-01T16:30:00","2023-11-14T20:34:34Z","2020-08-28T02:48:29Z","","2021-01-12T00:03:58Z","","1","CONFIRMED","PHYS 1000"
"2016-01-11","2016-01-12","2023-11-14T20:34:34Z","2016-05-24T01:30:18Z","","2021-01-12T00:10:17Z","","0","CONFIRMED","Rafael's Birthday"
"2020-02-09","2020-02-10","2023-11-14T20:34:34Z","2020-02-03T21:27:53Z","","2021-01-25T17:19:21Z","","1","CONFIRMED","Sticky Bunton"
"2021-01-09","2021-02-09","2023-11-14T20:34:34Z","2021-01-09T00:08:05Z","Cozy neighborhood Subway M/R<2min> & 7 Line<5min>\nNew York\n\nCheck-in: Jan 9, 2021 00:00\nCheck-out: Feb 8, 2021 00:00\n","2021-02-14T00:51:48Z","Cozy neighborhood Subway M/R<2min> & 7 Line<5min>, New York","0","CONFIRMED","Stay at Cozy neighborhood Subway M/R<2min> & 7 Line<5min>"
"2021-02-24T10:00:00","2021-02-24T11:00:00","2023-11-14T20:34:34Z","2021-02-18T19:44:13Z","","2021-03-01T17:37:29Z","","0","CONFIRMED","Post to Insta today"
"2021-01-31","2021-02-01","2023-11-14T20:34:34Z","2020-02-03T21:27:53Z","","2021-03-01T17:38:59Z","","2","CONFIRMED","Sticky Bunton"
"2021-03-22T15:00:00","2021-03-22T16:00:00","2023-11-14T20:34:34Z","2021-03-24T02:28:45Z","","2021-03-24T02:29:11Z","","0","CONFIRMED","butt"
"2021-03-24T16:00:00Z","2021-03-24T17:00:00Z","2023-11-14T20:34:34Z","2021-03-24T17:20:31Z","","2021-03-24T17:20:31Z","","0","CONFIRMED","Math one-on-one"
"2021-03-24T17:00:00Z","2021-03-24T18:00:00Z","2023-11-14T20:34:34Z","2021-03-24T17:20:49Z","","2021-03-24T17:20:49Z","","0","CONFIRMED","Career group meeting"
"2021-03-26T14:00:00Z","2021-03-26T15:00:00Z","2023-11-14T20:34:34Z","2021-03-24T17:21:16Z","","2021-03-24T17:21:16Z","","0","CONFIRMED","Skin appointment"
"2017-04-01","2017-04-02","2023-11-14T20:34:34Z","2016-10-20T20:47:43Z","","2021-03-29T19:14:52Z","","0","CONFIRMED","Virginia's Birthday"
"2017-04-01","2017-04-02","2023-11-14T20:34:34Z","2016-10-20T20:47:43Z","","2021-03-29T19:14:52Z","","1","CONFIRMED","Virginia's Birthday"
"2021-02-11T19:30:00","2021-02-11T20:30:00","2023-11-14T20:34:34Z","2021-02-11T04:12:54Z","","2021-06-03T20:20:23Z","","0","CONFIRMED","Pre-cal lab"
"2021-01-25T09:45:00","2021-01-25T11:00:00","2023-11-14T20:34:34Z","2021-01-25T17:21:01Z","","2021-06-03T20:20:29Z","","0","CONFIRMED","German"
"2021-01-25T13:00:00","2021-01-25T14:30:00","2023-11-14T20:34:34Z","2021-01-25T17:21:44Z","","2021-06-03T20:20:34Z","","0","CONFIRMED","Ethnic Identity"
"2021-01-26T12:30:00","2021-01-26T14:00:00","2023-11-14T20:34:34Z","2021-01-25T17:22:31Z","","2021-06-03T20:20:40Z","","0","CONFIRMED","Philosophy"
"2021-02-11T17:35:00","2021-02-11T19:25:00","2023-11-14T20:34:34Z","2021-02-11T04:12:22Z","","2021-06-03T20:20:44Z","","0","CONFIRMED","Precal"
"2021-01-28T14:30:00","2021-01-28T18:00:00","2023-11-14T20:34:34Z","2021-01-25T17:23:14Z","","2021-06-03T20:20:49Z","","1","CONFIRMED","Gender Studies"
"2021-02-11T14:30:00","2021-02-11T16:00:00","2023-11-14T20:34:34Z","2021-01-25T17:23:14Z","","2021-06-03T20:20:49Z","","1","CONFIRMED","Gender Studies"
"2020-07-13","2020-07-14","2023-11-14T20:34:34Z","2020-01-06T20:42:45Z","","2021-06-07T16:49:50Z","","0","CONFIRMED","Ashley’s b day"
"2020-04-13T06:30:00","2020-04-13T07:00:00","2023-11-14T20:34:34Z","2020-04-12T00:43:22Z","","2021-07-15T19:35:13Z","1931 Loring Pl S, The Bronx, NY 10453, USA","0","CONFIRMED","Breakfast"
"2020-04-13T06:00:00","2020-04-13T06:30:00","2023-11-14T20:34:34Z","2020-04-12T00:59:53Z","","2021-07-15T19:35:27Z","","1","CONFIRMED","Wake Up: Morning Routine"
"2020-08-30T06:00:00","2020-08-30T06:30:00","2023-11-14T20:34:34Z","2020-04-12T00:59:53Z","","2021-07-15T19:35:27Z","","1","CONFIRMED","Wake Up: Morning Routine"
"2021-07-16T07:00:00","2021-07-16T07:30:00","2023-11-14T20:34:34Z","2020-04-12T00:59:53Z","","2021-07-15T19:35:27Z","","2","CONFIRMED","Wake Up: Morning Routine"
"2020-04-18T06:30:00","2020-04-18T08:00:00","2023-11-14T20:34:34Z","2020-04-12T01:06:01Z","","2021-07-15T19:35:41Z","","1","CONFIRMED","Breakfast"
"2021-07-16T11:45:00Z","2021-07-16T19:15:00Z","2023-11-14T20:34:34Z","2021-07-15T19:43:18Z","","2021-07-15T19:43:18Z","","0","CONFIRMED","Gigi's Daycare Shift"
"2021-07-16T20:00:00Z","2021-07-16T21:00:00Z","2023-11-14T20:34:34Z","2021-07-15T19:45:13Z","","2021-07-15T19:45:13Z","","0","CONFIRMED","Dinner"
"2021-07-16T22:00:00Z","2021-07-17T01:00:00Z","2023-11-14T20:34:34Z","2021-07-15T19:45:28Z","","2021-07-15T19:45:42Z","","0","CONFIRMED","Leisure Time"
"2021-07-16T21:00:00Z","2021-07-16T22:00:00Z","2023-11-14T20:34:34Z","2021-07-15T19:44:42Z","","2021-07-15T19:46:00Z","","0","CONFIRMED","Exercise"
"2020-04-13T21:15:00","2020-04-13T21:45:00","2023-11-14T20:34:34Z","2020-04-12T01:04:35Z","","2021-07-22T19:24:04Z","","2","CONFIRMED","Nighttime Routine"
"2020-08-30T21:15:00","2020-08-30T21:45:00","2023-11-14T20:34:34Z","2020-04-12T01:04:35Z","","2021-07-22T19:24:04Z","","2","CONFIRMED","Nighttime Routine"
"2021-07-24T00:00:00Z","2021-07-24T01:00:00Z","2023-11-14T20:34:34Z","2021-07-22T21:29:10Z","","2021-07-22T21:30:22Z","","0","CONFIRMED","German: Organizing goals/study basic vocab"
"2021-07-24T01:00:00Z","2021-07-24T03:00:00Z","2023-11-14T20:34:34Z","2021-07-22T21:30:48Z","","2021-07-22T21:30:48Z","","0","CONFIRMED","Leisure Time"
"2020-04-18T17:30:00","2020-04-18T21:15:00","2023-11-14T20:34:34Z","2020-04-12T01:08:48Z","","2021-07-22T21:35:11Z","","1","CONFIRMED","Leisure Time"
"2021-07-23T23:00:00","2021-07-23T23:30:00","2023-11-14T20:34:34Z","2020-04-12T01:04:35Z","","2021-07-22T21:36:56Z","","4","CONFIRMED","Nighttime Routine"
"2021-07-17T07:30:00","2021-07-17T09:00:00","2023-11-14T20:34:34Z","2020-04-12T01:06:01Z","","2021-07-22T21:39:32Z","","2","CONFIRMED","Breakfast"
"2021-07-23T07:30:00","2021-07-23T08:00:00","2023-11-14T20:34:34Z","2020-04-12T00:43:22Z","","2021-07-22T21:40:37Z","1931 Loring Pl S, The Bronx, NY 10453, USA","2","CONFIRMED","Exercise"
"2021-07-16T07:30:00","2021-07-16T08:00:00","2023-11-14T20:34:34Z","2020-04-12T00:43:22Z","","2021-07-22T21:40:37Z","1931 Loring Pl S, The Bronx, NY 10453, USA","1","CONFIRMED","Breakfast"
"2021-07-24T12:00:00Z","2021-07-24T13:00:00Z","2023-11-14T20:34:34Z","2021-07-22T21:51:39Z","","2021-07-22T21:51:39Z","","0","CONFIRMED","Cards, packing, misc cleaning"
"2021-07-24T13:45:00Z","2021-07-24T14:45:00Z","2023-11-14T20:34:34Z","2021-07-22T21:35:51Z","","2021-07-22T21:51:46Z","","5","CONFIRMED","Errands: Mailing gifts, organizing supplies"
"2021-07-29T20:00:00Z","2021-07-29T22:00:00Z","2023-11-14T20:34:34Z","2021-07-22T21:54:35Z","","2021-07-22T21:54:35Z","","0","CONFIRMED","Python: Study Block"
"2021-07-29T01:30:00Z","2021-07-29T03:00:00Z","2023-11-14T20:34:34Z","2021-07-22T21:57:56Z","","2021-07-22T21:57:56Z","","0","CONFIRMED","Leisure Time"
