dtstart,dtend,dtstamp,created,description,last-modified,location,sequence,status,summary
"2022-08-26T08:30:00","2022-08-26T09:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","West Building W714","0","","CSCI 23500 Software Analysis and Design 2 at Hunter College"
"2022-12-16T09:00:00","2022-12-16T11:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:22Z","","2023-10-22T21:28:22Z","West Building W714","0","","CSCI 23500 Final"
"2022-08-25T10:00:00","2022-08-25T11:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","Baker Hall BTB460","0","","THEA 21300 World Theatre 3 at Hunter College"
"2022-11-21T10:00:00","2022-11-21T11:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:27Z","","2023-10-22T21:28:27Z","Zoom","0","","THEA 21300 World Theatre 3 at Hunter College"
"2022-11-03T10:00:00","2022-11-03T11:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:26Z","","2023-10-22T21:28:26Z","Baker Hall BTB460","0","","(ASYNC) THEA 21300 World Theatre 3 at Hunter College"
"2022-11-28T10:00:00","2022-11-28T11:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:27Z","","2023-10-22T21:28:27Z","Async","0","","THEA 21300 World Theatre 3 at Hunter College"
"2022-11-14T10:00:00","2022-11-14T11:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:27Z","","2023-10-22T21:28:27Z","zoom","0","","THEA 21300 World Theatre 3 at Hunter College"
"2022-07-10T14:00:00","2022-07-10T18:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","265 Final Review"
"2022-07-13T13:30:00","2022-07-13T15:04:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","NC108","0","","CSCI 26500 Computer Theory 1 Final"
"2022-07-13T09:50:00","2022-07-13T11:24:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","NC107","0","","CSCI 15000 Discrete Structures Final"
"2022-07-09T11:00:00","2022-07-09T17:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","265 Final Review"
"2022-07-07T15:04:00","2022-07-07T16:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","150/265 Grading"
"2022-07-07T12:45:00","2022-07-07T13:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","150 Grading"
"2022-07-06","2022-07-07","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","CSCI265 Midterm"
"2022-07-01T14:00:00","2022-07-01T17:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","265 Midterm 2 Review"
"2022-07-03T14:00:00","2022-07-03T17:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:28Z","","2023-10-22T21:28:28Z","","0","","265 Midterm 2 Review"
"2022-07-02T11:30:00","2022-07-02T19:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:27Z","","2023-10-22T21:28:27Z","","0","","265 Midterm 2 Review"
"2022-06-29T15:45:00","2022-06-29T16:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","HWL9","0","","150 Midterm 1 Grading"
"2022-06-26T12:30:00","2022-06-26T17:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","150 Midterm Review"
"2022-06-20T13:30:00","2022-06-20T17:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","1574 Second Ave - New York, NY, United States","0","","265 Review"
"2022-06-19T14:00:00","2022-06-19T18:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","HN1000","0","","265 review"
"2022-06-28","2022-06-29","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","CSCI150 Midterm"
"2022-06-21","2022-06-22","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","CSCI265 Midterm"
"2022-06-15T13:00:00","2022-06-15T13:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","150/265 office hours"
"2022-07-11T11:30:00","2022-07-11T12:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:29Z","","2023-10-22T21:28:29Z","","0","","150/265 office hours"
"2022-06-02T15:15:00","2022-06-02T16:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","127 Scanning"
"2022-06-02T13:00:00","2022-06-02T13:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","150 Grading"
"2022-07-05T15:04:00","2022-07-05T15:27:00","2023-11-20T15:07:01Z","2023-10-22T21:28:29Z","","2023-10-22T21:28:29Z","","0","","150/265 Grading"
"2022-05-22T11:15:00","2022-05-22T15:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","Scene Design papers"
"2022-05-21T15:00:00","2022-05-21T17:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","SQL Project 2"
"2022-05-14T13:30:00","2022-05-14T18:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","SQL Project 1"
"2022-05-18T17:20:00","2022-05-18T19:20:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","Cafeteria","0","","CSCI 160 Final (Proctor)"
"2022-05-19T11:30:00","2022-05-19T13:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","CSCI 135 Final"
"2022-05-12T13:00:00","2022-05-12T14:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","Lab 13F"
"2022-05-06T16:50:00","2022-05-06T17:50:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","","0","","Louisa Meeting"
"2022-04-27T18:10:00","2022-04-27T19:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","HW303","0","","CSCI 16000 Proctor"
"2022-05-31T13:30:00","2022-05-31T15:04:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","NC108","0","","CSCI 26500 Computer Theory 1"
"2022-05-31T11:40:00","2022-05-31T12:43:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","HN535","0","","CSCI 15000 Discrete Structures Rec"
"2022-05-31T09:50:00","2022-05-31T11:24:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","NC107","0","","CSCI 15000 Discrete Structures Lec"
"2022-07-12T09:50:00","2022-07-12T11:24:00","2023-11-20T15:07:01Z","2023-10-22T21:28:29Z","","2023-10-22T21:28:29Z","NC107","0","","CSCI 15000 Discrete Structures Midterm"
"2022-05-23T12:00:00","2022-05-23T17:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","HN1001E","0","","CSCI 12700 Grading"
"2022-05-23T08:00:00","2022-05-23T12:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:06Z","","2023-10-22T21:28:06Z","118 Hunter north","0","","CSCI127 Final Proctor"
"2022-05-17T08:00:00","2022-05-17T11:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","","2023-10-22T21:28:07Z","HN118","0","","CSCI 12700 Mock Exam"
"2022-04-13T07:00:00","2022-04-13T08:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","","2023-10-22T21:28:07Z","","0","","WGS hw "
"2022-03-17","2022-03-18","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","","2023-10-22T21:28:07Z","","0","","135 Midterm"
"2022-02-18T13:10:00","2022-02-18T16:50:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:07Z","North Building 537","0","","THEA 38100 Scene Design I at Hunter College"
"2022-02-15T19:00:00","2022-02-15T20:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","","2023-10-22T21:28:07Z","North Building 1001B","0","","CSCI 23200 Rel Databases & SQL Programming at Hunter College"
"2022-02-17T13:10:00","2022-02-17T15:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:07Z","North Building 1001C","0","","CSCI 13500 Software Analysis and Design 1 at Hunter College"
"2022-02-17T09:45:00","2022-02-17T11:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:07Z","North Building 132","0","","CSCI 13500 Software Analysis and Design 1 at Hunter College"
"2022-02-16T10:10:00","2022-02-16T13:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:07Z","North Building C110","0","","WGS 10000 Intro Gender/Sex Studies at Hunter College"
"2022-02-07T11:00:00","2022-02-07T14:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","","2023-10-22T21:28:07Z","BTB680","0","","Model Building"
"2022-01-11T19:00:00","2022-01-11T20:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","","2023-10-22T21:28:07Z","North Building 1001B","0","","CSCI 23200 Rel Databases & SQL Programming at Hunter College"
"2022-01-31T09:45:00","2022-01-31T11:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:07Z","North Building 132","0","","CSCI 13500 Software Analysis and Design 1 at Hunter College"
"2022-02-02T10:10:00","2022-02-02T13:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:07Z","North Building C110","0","","WGS 10000 Intro Gender/Sex Studies at Hunter College"
"2022-01-28T13:10:00","2022-01-28T16:50:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:07Z","North Building 537","0","","THEA 38100 Scene Design I at Hunter College"
"2022-02-08T13:15:00","2022-02-08T16:55:00","2023-11-20T15:07:01Z","2023-10-22T21:28:23Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:23Z","North Building 537","0","","THEA 38100 Scene Design I at Hunter College"
"2022-01-28T13:10:00","2022-01-28T15:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:22Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:22Z","North Building 537","0","","THEA 38100 Scene Design I at Hunter College"
"2022-02-03T13:10:00","2022-02-03T15:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:07Z","North Building 1001C","0","","CSCI 13500 Software Analysis and Design 1 at Hunter College"
"2021-10-15T12:00:00","2021-10-15T15:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","","2023-10-22T21:28:07Z","Scene shop","0","","Jen etc"
"2021-10-15T12:00:00","2021-10-15T12:10:00","2023-11-20T15:07:01Z","2023-10-22T21:28:07Z","","2023-10-22T21:28:07Z","","0","","Claudia puppet"
"2021-10-15T11:30:00","2021-10-15T12:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","","0","","Sana baker building"
"2021-10-08T15:30:00","2021-10-08T16:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","TH102","0","","Costume measurements"
"2021-10-08T18:00:00","2021-10-08T19:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","","0","","Meeting My"
"2021-10-08T12:00:00","2021-10-08T14:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","","0","","Jen etc"
"2021-10-06T13:00:00","2021-10-06T15:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","Loewe Theater, 119 East 68th Street, New York, NY10065","0","","CoLab 3.0 Production Meeting"
"2021-09-28T15:30:00","2021-09-28T16:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","","0","","HTC SAF w Brad"
"2021-09-27T17:30:00","2021-09-27T19:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","Loewe Theater, 119 East 68th Street, New York, NY10065","0","","CoLab Auditions"
"2021-09-27T13:00:00","2021-09-27T16:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","Loewe Theater, 119 East 68th Street, New York, NY10065","0","","CoLab Auditions"
"2021-10-07T16:00:00","2021-10-07T16:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","N1001E","0","","127 tutoring"
"2021-09-24T10:00:00","2021-09-24T11:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","","0","","CS project tech spec meeting"
"2021-09-22T16:30:00","2021-09-22T17:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","","0","","127 tutoring"
"2021-09-23T15:00:00","2021-09-23T15:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:13Z","","2023-10-22T21:28:13Z","","0","","Luis meeting"
"2021-09-23T14:30:00","2021-09-23T14:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","","0","","Carmen laksa"
"2021-09-21T20:00:00","2021-09-21T21:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","","0","","CoLab lighting meeting"
"2021-09-22T14:00:00","2021-09-22T16:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","","0","","Katie clay"
"2021-09-22T13:00:00","2021-09-22T14:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","7205198064","0","","CUNY Hackathon meeting"
"2021-09-21T18:00:00","2021-09-21T19:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","","0","","CoLab Playwriting meeting"
"2021-09-14T20:00:00","2021-09-14T21:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","","0","","CoLab lighting meeting"
"2021-09-23T16:15:00","2021-09-23T16:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","N1001E","0","","127 tutoring"
"2021-09-17T17:00:00","2021-09-17T18:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","","0","","Monika budget"
"2021-09-17T15:45:00","2021-09-17T16:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","","0","","127 tutoring"
"2021-09-23T16:30:00","2021-09-23T16:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","","0","","127 code review"
"2021-09-23T16:00:00","2021-09-23T16:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:22Z","","2023-10-22T21:28:22Z","","0","","127 code review 2"
"2021-09-23T16:45:00","2021-09-23T17:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","N1001E","0","","127 quiz"
"2021-09-17T16:45:00","2021-09-17T17:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","","2023-10-22T21:28:14Z","N1001E","0","","127 q2"
"2021-08-25T10:10:00","2021-08-25T13:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:14Z","North Building C109","0","","URBS 20300 Introduction: Arts Management at Hunter College"
"2021-08-27T14:10:00","2021-08-27T15:25:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:14Z","Baker Hall BTB650","0","","THEA 39711 Sound Design at Hunter College"
"2021-08-31T09:45:00","2021-08-31T11:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:14Z","TBA","0","","CSCI 12700 Introduction: Computer Science at Hunter College"
"2021-08-26T09:45:00","2021-08-26T11:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:14Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:14Z","Online Courses 01","0","","THEA 21100 World Theatre 1 at Hunter College"
"2021-12-16T11:30:00","2021-12-16T13:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:26Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:26Z","Online Courses 01","0","","THEA 21100 World Theatre 1 at Hunter College"
"2023-12-04T14:00:00","2023-12-04T16:00:00","2023-11-20T15:07:01Z","","Details\n-------------------------------------------------------\nName:Remote MPT for New Transfer Students\nDescription:Math Placement Test offering at Hunter College for incoming transfer students. The exam will be conducted remotely with a proctor.  Students must present valid physical (non-electronic) photo identification to test.  Students can test remotely using the following operating systems: MacOS or Windows.  A webcam, smartphone (for environment check only), mic and strong internet connection are required to test.  Note, the following devices cannot be used for testing: Chromebook OS, iPad, Smartphone, Kindle, and Tablets.  Students must know their CUNY Blackboard login credentials.\nCategory:Testing Center Events\nHost(s):Testing Center\nContact Phone:\nContact Email:testing@hunter.cuny.edu\nLocation:Virtual Event\nAddress:The session will be conducted via Zoom. Be sure to respond to the registration confirmation email and provide us with the type of operating system you will use to test.  We will then provide you with the ZOOM link for the exam.  Be ready to present valid physical (non-electronic) photo identification.\nAdditional Details:<strong><em>What you need to know:</em></strong>\n<ol>\n<li><strong>Arrival:</strong> Please arrive at the exam report-in time provided with the ZOOM meeting link.</li>\n<li><strong>The exam location:</strong> The session will be conducted via Zoom.  Be sure to respond to the registration confirmation email and provide us with the type of operating system you will use to test.  We will then provide you with the ZOOM link for the exam.  Be ready to present valid physical (non-electronic) photo identification. </a></li>\n<li><strong>What to bring:</strong> A Valid Physical (non-electronic) Photo ID (e.g. passport, state ID, school photo ID)</li><strong>Calculators and scrap paper are not allowed</strong></li>\n<li><strong>Where to find a sample test questions:</strong> <a href=https://ssologin.cuny.edu/cuny.html?resource_url=https%3A%2F%2Fbbhosted.cuny.edu%252Fwebapps%252Flogin%252Fnoportal>Log in to Blackboard.</a></li>On the left side panel, conduct an Organization Search for Hunter Math Placement Test Prep. Click on the Organization ID, HTR01_org_math_placement_test_prep, click +Enroll, submit and OK. Be sure to view READ THIS FIRST</ol>","2023-11-20T07:24:00Z","Virtual Event","1","","Meeting Scheduled:Remote MPT for New Transfer Students"
